movement_id,timestamp
"683,684",2026-03-31T13:50:04.361024
"684,685",2026-03-31T13:50:08.944505
"685,686",2026-03-31T13:50:13.804241
"686,687",2026-03-31T13:50:18.355062
"687,688",2026-03-31T13:50:23.078221
"688,689",2026-03-31T13:50:28.108173
"689,690",2026-03-31T13:50:33.325373
"690,691",2026-03-31T13:50:37.986858
"691,692",2026-03-31T13:50:42.660529
"692,693",2026-03-31T13:50:47.275374
"693,694",2026-03-31T13:50:51.771828
"694,695",2026-03-31T13:50:56.381806
"695,696",2026-03-31T13:51:01.130598
"696,697",2026-03-31T13:51:05.607668
"697,698",2026-03-31T13:51:10.071458
"698,699",2026-03-31T13:51:14.611248
"699,700",2026-03-31T13:51:19.813764
"700,701",2026-03-31T13:51:25.053118
"701,702",2026-03-31T13:51:29.718413
"702,703",2026-03-31T13:51:34.252440
"703,704",2026-03-31T13:51:38.644848
"704,705",2026-03-31T13:51:42.880620
"705,706",2026-03-31T13:51:47.450084
"706,707",2026-03-31T13:51:52.070528
"707,708",2026-03-31T13:51:56.440261
"708,709",2026-03-31T13:52:00.604836
"709,710",2026-03-31T13:52:04.887696
"710,711",2026-03-31T13:52:09.071858
